,id,show_id,type,director,full_name,title,release_year,description,category,won
3758,24493,70023451,Movie,Craig Brewer,Elise Neal,Hustle & Flow,2005,A pimp with aspirations of grandeur wants to make it as a rapper but discovers that fame isn't all it's cracked up to be in this indie drama.,CAST IN A MOTION PICTURE,False
3768,24494,70023451,Movie,Craig Brewer,Isaac Hayes,Hustle & Flow,2005,A pimp with aspirations of grandeur wants to make it as a rapper but discovers that fame isn't all it's cracked up to be in this indie drama.,CAST IN A MOTION PICTURE,False
3776,24560,70044689,Movie,Martin Scorsese,Leonardo Dicaprio,The Departed,2006,Two rookie Boston cops are sent deep undercover – one inside the gang of a charismatic Irish mob boss and the other double-crossing his own department.,CAST IN A MOTION PICTURE,False
3782,24560,70044689,Movie,Martin Scorsese,Leonardo Dicaprio,The Departed,2006,Two rookie Boston cops are sent deep undercover – one inside the gang of a charismatic Irish mob boss and the other double-crossing his own department.,MALE SUPPORTING ROLE,False
3789,24561,70044689,Movie,Martin Scorsese,Matt Damon,The Departed,2006,Two rookie Boston cops are sent deep undercover – one inside the gang of a charismatic Irish mob boss and the other double-crossing his own department.,CAST IN A MOTION PICTURE,False
3795,24562,70044689,Movie,Martin Scorsese,Jack Nicholson,The Departed,2006,Two rookie Boston cops are sent deep undercover – one inside the gang of a charismatic Irish mob boss and the other double-crossing his own department.,CAST IN A MOTION PICTURE,False
3807,24563,70044689,Movie,Martin Scorsese,Mark Wahlberg,The Departed,2006,Two rookie Boston cops are sent deep undercover – one inside the gang of a charismatic Irish mob boss and the other double-crossing his own department.,CAST IN A MOTION PICTURE,False
3818,24564,70044689,Movie,Martin Scorsese,Martin Sheen,The Departed,2006,Two rookie Boston cops are sent deep undercover – one inside the gang of a charismatic Irish mob boss and the other double-crossing his own department.,CAST IN A MOTION PICTURE,False
3830,24565,70044689,Movie,Martin Scorsese,Ray Winstone,The Departed,2006,Two rookie Boston cops are sent deep undercover – one inside the gang of a charismatic Irish mob boss and the other double-crossing his own department.,CAST IN A MOTION PICTURE,False
3841,24566,70044689,Movie,Martin Scorsese,Vera Farmiga,The Departed,2006,Two rookie Boston cops are sent deep undercover – one inside the gang of a charismatic Irish mob boss and the other double-crossing his own department.,CAST IN A MOTION PICTURE,False
3844,24567,70044689,Movie,Martin Scorsese,Anthony Anderson,The Departed,2006,Two rookie Boston cops are sent deep undercover – one inside the gang of a charismatic Irish mob boss and the other double-crossing his own department.,CAST IN A MOTION PICTURE,False
3853,24568,70044689,Movie,Martin Scorsese,Alec Baldwin,The Departed,2006,Two rookie Boston cops are sent deep undercover – one inside the gang of a charismatic Irish mob boss and the other double-crossing his own department.,CAST IN A MOTION PICTURE,False
3874,25742,60021787,Movie,Martin Scorsese,Daniel Day-Lewis,Gangs Of New York,2002,"In the crime-ridden slums of New York in the 1860s, vengeful orphan Amsterdam Vallon joins the cutthroat gang of his father's killer, Bill the Butcher.",MALE LEAD ROLE,True
3893,26609,60010514,Movie,Quentin Tarantino,Pam Grier,Jackie Brown,1997,"When an aging flight attendant's caught smuggling cash and forced to help with an investigation, she hatches a clever plan to make off with the dough.",FEMALE LEAD ROLE,False
3906,26728,60031278,Movie,Nancy Meyers,Diane Keaton,Something'S Gotta Give,2003,"Still sexy at 60, Harry Sanborn wines and dines women half his age. But a getaway with his girlfriend goes awry when her mother drops in unannounced.",FEMALE LEAD ROLE,False
3921,28774,607931,Movie,Jocelyn Moorhouse,Winona Ryder,How To Make An American Quilt,1995,"A conflicted young woman spends the summer with her grandmother, her great-aunt and their quilting circle, whose life stories captivate her.",CAST IN A MOTION PICTURE,False
3923,28775,607931,Movie,Jocelyn Moorhouse,Anne Bancroft,How To Make An American Quilt,1995,"A conflicted young woman spends the summer with her grandmother, her great-aunt and their quilting circle, whose life stories captivate her.",CAST IN A MOTION PICTURE,False
3933,28776,607931,Movie,Jocelyn Moorhouse,Ellen Burstyn,How To Make An American Quilt,1995,"A conflicted young woman spends the summer with her grandmother, her great-aunt and their quilting circle, whose life stories captivate her.",CAST IN A MOTION PICTURE,False
3944,28777,607931,Movie,Jocelyn Moorhouse,Kate Nelligan,How To Make An American Quilt,1995,"A conflicted young woman spends the summer with her grandmother, her great-aunt and their quilting circle, whose life stories captivate her.",CAST IN A MOTION PICTURE,False
3949,28778,607931,Movie,Jocelyn Moorhouse,Alfre Woodard,How To Make An American Quilt,1995,"A conflicted young woman spends the summer with her grandmother, her great-aunt and their quilting circle, whose life stories captivate her.",CAST IN A MOTION PICTURE,False
4009,28784,607931,Movie,Jocelyn Moorhouse,Maya Angelou,How To Make An American Quilt,1995,"A conflicted young woman spends the summer with her grandmother, her great-aunt and their quilting circle, whose life stories captivate her.",CAST IN A MOTION PICTURE,False
4042,28788,607931,Movie,Jocelyn Moorhouse,Jean Simmons,How To Make An American Quilt,1995,"A conflicted young woman spends the summer with her grandmother, her great-aunt and their quilting circle, whose life stories captivate her.",CAST IN A MOTION PICTURE,False
4073,28791,607931,Movie,Jocelyn Moorhouse,Samantha Mathis,How To Make An American Quilt,1995,"A conflicted young woman spends the summer with her grandmother, her great-aunt and their quilting circle, whose life stories captivate her.",CAST IN A MOTION PICTURE,False
